evidence_label,modality,user,measure,similarity,accepted,pool_exhausted_before
REAL DATA,face,Theresa_May,cross_set_same_embedding,0.488281,,
REAL DATA,face,Theresa_May,within_key_genuine_before_revocation,0.804688,False,
REAL DATA,face,Theresa_May,genuine_after_revocation_1,0.835938,True,
REAL DATA,face,Theresa_May,genuine_after_revocation_2,0.847656,True,
REAL DATA,face,Theresa_May,genuine_after_revocation_3,0.824219,True,
REAL DATA,face,Theresa_May,revoked_template_vs_new_active,0.46875,False,
REAL DATA,face,Theresa_May,genuine_after_reenrollment,0.839844,True,True
REAL DATA,face,Binyamin_Ben-Eliezer,cross_set_same_embedding,0.53125,,
REAL DATA,face,Binyamin_Ben-Eliezer,cross_set_same_embedding,0.554688,,
REAL DATA,face,Binyamin_Ben-Eliezer,cross_set_same_embedding,0.523438,,
REAL DATA,face,Binyamin_Ben-Eliezer,cross_set_same_embedding,0.492188,,
REAL DATA,face,Binyamin_Ben-Eliezer,cross_set_same_embedding,0.578125,,
REAL DATA,face,Binyamin_Ben-Eliezer,cross_set_same_embedding,0.523438,,
REAL DATA,face,Binyamin_Ben-Eliezer,within_key_genuine_before_revocation,0.746094,False,
REAL DATA,face,Binyamin_Ben-Eliezer,genuine_after_revocation_1,0.71875,False,
REAL DATA,face,Binyamin_Ben-Eliezer,genuine_after_revocation_2,0.757812,False,
REAL DATA,face,Binyamin_Ben-Eliezer,genuine_after_revocation_3,0.78125,False,
REAL DATA,face,Binyamin_Ben-Eliezer,revoked_template_vs_new_active,0.523438,False,
REAL DATA,face,Binyamin_Ben-Eliezer,genuine_after_reenrollment,0.777344,False,True
REAL DATA,face,Michael_Ballack,cross_set_same_embedding,0.464844,,
REAL DATA,face,Michael_Ballack,cross_set_same_embedding,0.523438,,
REAL DATA,face,Michael_Ballack,cross_set_same_embedding,0.503906,,
REAL DATA,face,Michael_Ballack,cross_set_same_embedding,0.457031,,
REAL DATA,face,Michael_Ballack,cross_set_same_embedding,0.476562,,
REAL DATA,face,Michael_Ballack,cross_set_same_embedding,0.488281,,
REAL DATA,face,Michael_Ballack,within_key_genuine_before_revocation,0.675781,False,
REAL DATA,face,Michael_Ballack,genuine_after_revocation_1,0.65625,False,
REAL DATA,face,Michael_Ballack,genuine_after_revocation_2,0.695312,False,
REAL DATA,face,Michael_Ballack,genuine_after_revocation_3,0.730469,False,
REAL DATA,face,Michael_Ballack,revoked_template_vs_new_active,0.503906,False,
REAL DATA,face,Michael_Ballack,genuine_after_reenrollment,0.722656,False,True
REAL DATA,face,Charles_Bronson,cross_set_same_embedding,0.496094,,
REAL DATA,face,Charles_Bronson,cross_set_same_embedding,0.519531,,
REAL DATA,face,Charles_Bronson,cross_set_same_embedding,0.523438,,
REAL DATA,face,Charles_Bronson,cross_set_same_embedding,0.484375,,
REAL DATA,face,Charles_Bronson,cross_set_same_embedding,0.488281,,
REAL DATA,face,Charles_Bronson,cross_set_same_embedding,0.511719,,
REAL DATA,face,Charles_Bronson,within_key_genuine_before_revocation,0.714844,False,
REAL DATA,face,Charles_Bronson,genuine_after_revocation_1,0.683594,False,
REAL DATA,face,Charles_Bronson,genuine_after_revocation_2,0.683594,False,
REAL DATA,face,Charles_Bronson,genuine_after_revocation_3,0.664062,False,
REAL DATA,face,Charles_Bronson,revoked_template_vs_new_active,0.523438,False,
REAL DATA,face,Charles_Bronson,genuine_after_reenrollment,0.703125,False,True
REAL DATA,face,Ben_Howland,cross_set_same_embedding,0.5625,,
REAL DATA,face,Ben_Howland,cross_set_same_embedding,0.527344,,
REAL DATA,face,Ben_Howland,cross_set_same_embedding,0.503906,,
REAL DATA,face,Ben_Howland,cross_set_same_embedding,0.496094,,
REAL DATA,face,Ben_Howland,cross_set_same_embedding,0.550781,,
REAL DATA,face,Ben_Howland,cross_set_same_embedding,0.53125,,
REAL DATA,face,Ben_Howland,within_key_genuine_before_revocation,0.824219,True,
REAL DATA,face,Ben_Howland,genuine_after_revocation_1,0.785156,False,
REAL DATA,face,Ben_Howland,genuine_after_revocation_2,0.832031,True,
REAL DATA,face,Ben_Howland,genuine_after_revocation_3,0.820312,True,
REAL DATA,face,Ben_Howland,revoked_template_vs_new_active,0.503906,False,
REAL DATA,face,Ben_Howland,genuine_after_reenrollment,0.8125,False,True
REAL DATA,face,Bob_Huggins,cross_set_same_embedding,0.484375,,
REAL DATA,face,Bob_Huggins,cross_set_same_embedding,0.488281,,
REAL DATA,face,Bob_Huggins,cross_set_same_embedding,0.4375,,
REAL DATA,face,Bob_Huggins,cross_set_same_embedding,0.519531,,
REAL DATA,face,Bob_Huggins,cross_set_same_embedding,0.476562,,
REAL DATA,face,Bob_Huggins,cross_set_same_embedding,0.519531,,
REAL DATA,face,Bob_Huggins,within_key_genuine_before_revocation,0.679688,False,
REAL DATA,face,Bob_Huggins,genuine_after_revocation_1,0.695312,False,
REAL DATA,face,Bob_Huggins,genuine_after_revocation_2,0.703125,False,
REAL DATA,face,Bob_Huggins,genuine_after_revocation_3,0.679688,False,
REAL DATA,face,Bob_Huggins,revoked_template_vs_new_active,0.4375,False,
REAL DATA,face,Bob_Huggins,genuine_after_reenrollment,0.71875,False,True
REAL DATA,face,Kim_Ryong-sung,cross_set_same_embedding,0.46875,,
REAL DATA,face,Kim_Ryong-sung,cross_set_same_embedding,0.457031,,
REAL DATA,face,Kim_Ryong-sung,cross_set_same_embedding,0.492188,,
REAL DATA,face,Kim_Ryong-sung,cross_set_same_embedding,0.519531,,
REAL DATA,face,Kim_Ryong-sung,cross_set_same_embedding,0.492188,,
REAL DATA,face,Kim_Ryong-sung,cross_set_same_embedding,0.472656,,
REAL DATA,face,Kim_Ryong-sung,within_key_genuine_before_revocation,0.8125,False,
REAL DATA,face,Kim_Ryong-sung,genuine_after_revocation_1,0.855469,True,
REAL DATA,face,Kim_Ryong-sung,genuine_after_revocation_2,0.878906,True,
REAL DATA,face,Kim_Ryong-sung,genuine_after_revocation_3,0.816406,False,
REAL DATA,face,Kim_Ryong-sung,revoked_template_vs_new_active,0.492188,False,
REAL DATA,face,Kim_Ryong-sung,genuine_after_reenrollment,0.832031,True,True
REAL DATA,face,Patricia_Clarkson,cross_set_same_embedding,0.457031,,
REAL DATA,face,Patricia_Clarkson,cross_set_same_embedding,0.488281,,
REAL DATA,face,Patricia_Clarkson,cross_set_same_embedding,0.519531,,
REAL DATA,face,Patricia_Clarkson,cross_set_same_embedding,0.507812,,
REAL DATA,face,Patricia_Clarkson,cross_set_same_embedding,0.484375,,
REAL DATA,face,Patricia_Clarkson,cross_set_same_embedding,0.460938,,
REAL DATA,face,Patricia_Clarkson,within_key_genuine_before_revocation,0.78125,False,
REAL DATA,face,Patricia_Clarkson,genuine_after_revocation_1,0.761719,False,
REAL DATA,face,Patricia_Clarkson,genuine_after_revocation_2,0.808594,False,
REAL DATA,face,Patricia_Clarkson,genuine_after_revocation_3,0.785156,False,
REAL DATA,face,Patricia_Clarkson,revoked_template_vs_new_active,0.519531,False,
REAL DATA,face,Patricia_Clarkson,genuine_after_reenrollment,0.792969,False,True
REAL DATA,face,Michael_Jordan,cross_set_same_embedding,0.519531,,
REAL DATA,face,Michael_Jordan,cross_set_same_embedding,0.507812,,
REAL DATA,face,Michael_Jordan,cross_set_same_embedding,0.519531,,
REAL DATA,face,Michael_Jordan,cross_set_same_embedding,0.496094,,
REAL DATA,face,Michael_Jordan,cross_set_same_embedding,0.5,,
REAL DATA,face,Michael_Jordan,cross_set_same_embedding,0.425781,,
REAL DATA,face,Michael_Jordan,within_key_genuine_before_revocation,0.742188,False,
REAL DATA,face,Michael_Jordan,genuine_after_revocation_1,0.734375,False,
REAL DATA,face,Michael_Jordan,genuine_after_revocation_2,0.71875,False,
REAL DATA,face,Michael_Jordan,genuine_after_revocation_3,0.734375,False,
REAL DATA,face,Michael_Jordan,revoked_template_vs_new_active,0.519531,False,
REAL DATA,face,Michael_Jordan,genuine_after_reenrollment,0.675781,False,True
REAL DATA,face,Tony_Bennett,cross_set_same_embedding,0.460938,,
REAL DATA,face,Tony_Bennett,cross_set_same_embedding,0.457031,,
REAL DATA,face,Tony_Bennett,cross_set_same_embedding,0.472656,,
REAL DATA,face,Tony_Bennett,cross_set_same_embedding,0.519531,,
REAL DATA,face,Tony_Bennett,cross_set_same_embedding,0.480469,,
REAL DATA,face,Tony_Bennett,cross_set_same_embedding,0.453125,,
REAL DATA,face,Tony_Bennett,within_key_genuine_before_revocation,0.789062,False,
REAL DATA,face,Tony_Bennett,genuine_after_revocation_1,0.738281,False,
REAL DATA,face,Tony_Bennett,genuine_after_revocation_2,0.75,False,
REAL DATA,face,Tony_Bennett,genuine_after_revocation_3,0.8125,False,
REAL DATA,face,Tony_Bennett,revoked_template_vs_new_active,0.472656,False,
REAL DATA,face,Tony_Bennett,genuine_after_reenrollment,0.792969,False,True
REAL DATA,face,Mireya_Moscoso,cross_set_same_embedding,0.464844,,
REAL DATA,face,Mireya_Moscoso,cross_set_same_embedding,0.515625,,
REAL DATA,face,Mireya_Moscoso,cross_set_same_embedding,0.527344,,
REAL DATA,face,Mireya_Moscoso,cross_set_same_embedding,0.511719,,
REAL DATA,face,Mireya_Moscoso,cross_set_same_embedding,0.515625,,
REAL DATA,face,Mireya_Moscoso,cross_set_same_embedding,0.535156,,
REAL DATA,face,Mireya_Moscoso,within_key_genuine_before_revocation,0.714844,False,
REAL DATA,face,Mireya_Moscoso,genuine_after_revocation_1,0.753906,False,
REAL DATA,face,Mireya_Moscoso,genuine_after_revocation_2,0.75,False,
REAL DATA,face,Mireya_Moscoso,genuine_after_revocation_3,0.710938,False,
REAL DATA,face,Mireya_Moscoso,revoked_template_vs_new_active,0.527344,False,
REAL DATA,face,Mireya_Moscoso,genuine_after_reenrollment,0.769531,False,True
REAL DATA,face,Jiri_Novak,cross_set_same_embedding,0.492188,,
REAL DATA,face,Jiri_Novak,cross_set_same_embedding,0.480469,,
REAL DATA,face,Jiri_Novak,cross_set_same_embedding,0.503906,,
REAL DATA,face,Jiri_Novak,cross_set_same_embedding,0.480469,,
REAL DATA,face,Jiri_Novak,cross_set_same_embedding,0.496094,,
REAL DATA,face,Jiri_Novak,cross_set_same_embedding,0.484375,,
REAL DATA,face,Jiri_Novak,within_key_genuine_before_revocation,0.828125,True,
REAL DATA,face,Jiri_Novak,genuine_after_revocation_1,0.792969,False,
REAL DATA,face,Jiri_Novak,genuine_after_revocation_2,0.769531,False,
REAL DATA,face,Jiri_Novak,genuine_after_revocation_3,0.746094,False,
REAL DATA,face,Jiri_Novak,revoked_template_vs_new_active,0.503906,False,
REAL DATA,face,Jiri_Novak,genuine_after_reenrollment,0.761719,False,True
REAL DATA,face,Rick_Romley,cross_set_same_embedding,0.480469,,
REAL DATA,face,Rick_Romley,cross_set_same_embedding,0.492188,,
REAL DATA,face,Rick_Romley,cross_set_same_embedding,0.585938,,
REAL DATA,face,Rick_Romley,cross_set_same_embedding,0.488281,,
REAL DATA,face,Rick_Romley,cross_set_same_embedding,0.503906,,
REAL DATA,face,Rick_Romley,cross_set_same_embedding,0.492188,,
REAL DATA,face,Rick_Romley,within_key_genuine_before_revocation,0.738281,False,
REAL DATA,face,Rick_Romley,genuine_after_revocation_1,0.785156,False,
REAL DATA,face,Rick_Romley,genuine_after_revocation_2,0.765625,False,
REAL DATA,face,Rick_Romley,genuine_after_revocation_3,0.808594,False,
REAL DATA,face,Rick_Romley,revoked_template_vs_new_active,0.585938,False,
REAL DATA,face,Rick_Romley,genuine_after_reenrollment,0.769531,False,True
REAL DATA,face,Gwendal_Peizerat,cross_set_same_embedding,0.488281,,
REAL DATA,face,Gwendal_Peizerat,cross_set_same_embedding,0.488281,,
REAL DATA,face,Gwendal_Peizerat,cross_set_same_embedding,0.5,,
REAL DATA,face,Gwendal_Peizerat,cross_set_same_embedding,0.507812,,
REAL DATA,face,Gwendal_Peizerat,cross_set_same_embedding,0.488281,,
REAL DATA,face,Gwendal_Peizerat,cross_set_same_embedding,0.488281,,
REAL DATA,face,Gwendal_Peizerat,within_key_genuine_before_revocation,0.773438,False,
REAL DATA,face,Gwendal_Peizerat,genuine_after_revocation_1,0.757812,False,
REAL DATA,face,Gwendal_Peizerat,genuine_after_revocation_2,0.78125,False,
REAL DATA,face,Gwendal_Peizerat,genuine_after_revocation_3,0.804688,False,
REAL DATA,face,Gwendal_Peizerat,revoked_template_vs_new_active,0.5,False,
REAL DATA,face,Gwendal_Peizerat,genuine_after_reenrollment,0.78125,False,True
REAL DATA,face,Benazir_Bhutto,cross_set_same_embedding,0.515625,,
REAL DATA,face,Benazir_Bhutto,cross_set_same_embedding,0.484375,,
REAL DATA,face,Benazir_Bhutto,cross_set_same_embedding,0.554688,,
REAL DATA,face,Benazir_Bhutto,cross_set_same_embedding,0.507812,,
REAL DATA,face,Benazir_Bhutto,cross_set_same_embedding,0.5,,
REAL DATA,face,Benazir_Bhutto,cross_set_same_embedding,0.507812,,
REAL DATA,face,Benazir_Bhutto,within_key_genuine_before_revocation,0.859375,True,
REAL DATA,face,Benazir_Bhutto,genuine_after_revocation_1,0.847656,True,
REAL DATA,face,Benazir_Bhutto,genuine_after_revocation_2,0.828125,True,
REAL DATA,face,Benazir_Bhutto,genuine_after_revocation_3,0.859375,True,
REAL DATA,face,Benazir_Bhutto,revoked_template_vs_new_active,0.554688,False,
REAL DATA,face,Benazir_Bhutto,genuine_after_reenrollment,0.8125,False,True
REAL DATA,face,Edwin_Edwards,cross_set_same_embedding,0.449219,,
REAL DATA,face,Edwin_Edwards,cross_set_same_embedding,0.433594,,
REAL DATA,face,Edwin_Edwards,cross_set_same_embedding,0.5,,
REAL DATA,face,Edwin_Edwards,cross_set_same_embedding,0.507812,,
REAL DATA,face,Edwin_Edwards,cross_set_same_embedding,0.488281,,
REAL DATA,face,Edwin_Edwards,cross_set_same_embedding,0.535156,,
REAL DATA,face,Edwin_Edwards,within_key_genuine_before_revocation,0.796875,False,
REAL DATA,face,Edwin_Edwards,genuine_after_revocation_1,0.78125,False,
REAL DATA,face,Edwin_Edwards,genuine_after_revocation_2,0.765625,False,
REAL DATA,face,Edwin_Edwards,genuine_after_revocation_3,0.804688,False,
REAL DATA,face,Edwin_Edwards,revoked_template_vs_new_active,0.5,False,
REAL DATA,face,Edwin_Edwards,genuine_after_reenrollment,0.804688,False,True
REAL DATA,face,John_Abizaid,cross_set_same_embedding,0.484375,,
REAL DATA,face,John_Abizaid,cross_set_same_embedding,0.511719,,
REAL DATA,face,John_Abizaid,cross_set_same_embedding,0.503906,,
REAL DATA,face,John_Abizaid,cross_set_same_embedding,0.464844,,
REAL DATA,face,John_Abizaid,cross_set_same_embedding,0.488281,,
REAL DATA,face,John_Abizaid,cross_set_same_embedding,0.460938,,
REAL DATA,face,John_Abizaid,within_key_genuine_before_revocation,0.851562,True,
REAL DATA,face,John_Abizaid,genuine_after_revocation_1,0.808594,False,
REAL DATA,face,John_Abizaid,genuine_after_revocation_2,0.808594,False,
REAL DATA,face,John_Abizaid,genuine_after_revocation_3,0.851562,True,
REAL DATA,face,John_Abizaid,revoked_template_vs_new_active,0.503906,False,
REAL DATA,face,John_Abizaid,genuine_after_reenrollment,0.820312,True,True
REAL DATA,face,Christopher_Reeve,cross_set_same_embedding,0.496094,,
REAL DATA,face,Christopher_Reeve,cross_set_same_embedding,0.5,,
REAL DATA,face,Christopher_Reeve,cross_set_same_embedding,0.480469,,
REAL DATA,face,Christopher_Reeve,cross_set_same_embedding,0.511719,,
REAL DATA,face,Christopher_Reeve,cross_set_same_embedding,0.5,,
REAL DATA,face,Christopher_Reeve,cross_set_same_embedding,0.566406,,
REAL DATA,face,Christopher_Reeve,within_key_genuine_before_revocation,0.703125,False,
REAL DATA,face,Christopher_Reeve,genuine_after_revocation_1,0.753906,False,
REAL DATA,face,Christopher_Reeve,genuine_after_revocation_2,0.757812,False,
REAL DATA,face,Christopher_Reeve,genuine_after_revocation_3,0.699219,False,
REAL DATA,face,Christopher_Reeve,revoked_template_vs_new_active,0.480469,False,
REAL DATA,face,Christopher_Reeve,genuine_after_reenrollment,0.742188,False,True
REAL DATA,face,Donald_Pettit,cross_set_same_embedding,0.5,,
REAL DATA,face,Donald_Pettit,cross_set_same_embedding,0.496094,,
REAL DATA,face,Donald_Pettit,cross_set_same_embedding,0.453125,,
REAL DATA,face,Donald_Pettit,cross_set_same_embedding,0.472656,,
REAL DATA,face,Donald_Pettit,cross_set_same_embedding,0.484375,,
REAL DATA,face,Donald_Pettit,cross_set_same_embedding,0.503906,,
REAL DATA,face,Donald_Pettit,within_key_genuine_before_revocation,0.769531,False,
REAL DATA,face,Donald_Pettit,genuine_after_revocation_1,0.78125,False,
REAL DATA,face,Donald_Pettit,genuine_after_revocation_2,0.769531,False,
REAL DATA,face,Donald_Pettit,genuine_after_revocation_3,0.761719,False,
REAL DATA,face,Donald_Pettit,revoked_template_vs_new_active,0.453125,False,
REAL DATA,face,Donald_Pettit,genuine_after_reenrollment,0.761719,False,True
REAL DATA,face,Peter_Arnett,cross_set_same_embedding,0.417969,,
REAL DATA,face,Peter_Arnett,cross_set_same_embedding,0.546875,,
REAL DATA,face,Peter_Arnett,cross_set_same_embedding,0.519531,,
REAL DATA,face,Peter_Arnett,cross_set_same_embedding,0.457031,,
REAL DATA,face,Peter_Arnett,cross_set_same_embedding,0.507812,,
REAL DATA,face,Peter_Arnett,cross_set_same_embedding,0.472656,,
REAL DATA,face,Peter_Arnett,within_key_genuine_before_revocation,0.65625,False,
REAL DATA,face,Peter_Arnett,genuine_after_revocation_1,0.644531,False,
REAL DATA,face,Peter_Arnett,genuine_after_revocation_2,0.703125,False,
REAL DATA,face,Peter_Arnett,genuine_after_revocation_3,0.734375,False,
REAL DATA,face,Peter_Arnett,revoked_template_vs_new_active,0.519531,False,
REAL DATA,face,Peter_Arnett,genuine_after_reenrollment,0.714844,False,True
REAL DATA,face,Ali_Khamenei,cross_set_same_embedding,0.53125,,
REAL DATA,face,Ali_Khamenei,cross_set_same_embedding,0.496094,,
REAL DATA,face,Ali_Khamenei,cross_set_same_embedding,0.457031,,
REAL DATA,face,Ali_Khamenei,cross_set_same_embedding,0.464844,,
REAL DATA,face,Ali_Khamenei,cross_set_same_embedding,0.449219,,
REAL DATA,face,Ali_Khamenei,cross_set_same_embedding,0.460938,,
REAL DATA,face,Ali_Khamenei,within_key_genuine_before_revocation,0.664062,False,
REAL DATA,face,Ali_Khamenei,genuine_after_revocation_1,0.609375,False,
REAL DATA,face,Ali_Khamenei,genuine_after_revocation_2,0.617188,False,
REAL DATA,face,Ali_Khamenei,genuine_after_revocation_3,0.664062,False,
REAL DATA,face,Ali_Khamenei,revoked_template_vs_new_active,0.457031,False,
REAL DATA,face,Ali_Khamenei,genuine_after_reenrollment,0.667969,False,True
REAL DATA,face,Zico,cross_set_same_embedding,0.480469,,
REAL DATA,face,Zico,cross_set_same_embedding,0.515625,,
REAL DATA,face,Zico,cross_set_same_embedding,0.558594,,
REAL DATA,face,Zico,cross_set_same_embedding,0.511719,,
REAL DATA,face,Zico,cross_set_same_embedding,0.46875,,
REAL DATA,face,Zico,cross_set_same_embedding,0.488281,,
REAL DATA,face,Zico,within_key_genuine_before_revocation,0.734375,False,
REAL DATA,face,Zico,genuine_after_revocation_1,0.773438,False,
REAL DATA,face,Zico,genuine_after_revocation_2,0.800781,False,
REAL DATA,face,Zico,genuine_after_revocation_3,0.792969,False,
REAL DATA,face,Zico,revoked_template_vs_new_active,0.558594,False,
REAL DATA,face,Zico,genuine_after_reenrollment,0.777344,False,True
REAL DATA,face,Osama_bin_Laden,cross_set_same_embedding,0.515625,,
REAL DATA,face,Osama_bin_Laden,cross_set_same_embedding,0.492188,,
REAL DATA,face,Osama_bin_Laden,cross_set_same_embedding,0.492188,,
REAL DATA,face,Osama_bin_Laden,cross_set_same_embedding,0.46875,,
REAL DATA,face,Osama_bin_Laden,cross_set_same_embedding,0.507812,,
REAL DATA,face,Osama_bin_Laden,cross_set_same_embedding,0.507812,,
REAL DATA,face,Osama_bin_Laden,within_key_genuine_before_revocation,0.789062,False,
REAL DATA,face,Osama_bin_Laden,genuine_after_revocation_1,0.8125,False,
REAL DATA,face,Osama_bin_Laden,genuine_after_revocation_2,0.789062,False,
REAL DATA,face,Osama_bin_Laden,genuine_after_revocation_3,0.800781,False,
REAL DATA,face,Osama_bin_Laden,revoked_template_vs_new_active,0.492188,False,
REAL DATA,face,Osama_bin_Laden,genuine_after_reenrollment,0.8125,False,True
REAL DATA,face,Kelvin_Sampson,cross_set_same_embedding,0.503906,,
REAL DATA,face,Kelvin_Sampson,cross_set_same_embedding,0.457031,,
REAL DATA,face,Kelvin_Sampson,cross_set_same_embedding,0.511719,,
REAL DATA,face,Kelvin_Sampson,cross_set_same_embedding,0.484375,,
REAL DATA,face,Kelvin_Sampson,cross_set_same_embedding,0.453125,,
REAL DATA,face,Kelvin_Sampson,cross_set_same_embedding,0.539062,,
REAL DATA,face,Kelvin_Sampson,within_key_genuine_before_revocation,0.765625,False,
REAL DATA,face,Kelvin_Sampson,genuine_after_revocation_1,0.753906,False,
REAL DATA,face,Kelvin_Sampson,genuine_after_revocation_2,0.679688,False,
REAL DATA,face,Kelvin_Sampson,genuine_after_revocation_3,0.730469,False,
REAL DATA,face,Kelvin_Sampson,revoked_template_vs_new_active,0.511719,False,
REAL DATA,face,Kelvin_Sampson,genuine_after_reenrollment,0.769531,False,True
REAL DATA,face,Patti_Labelle,cross_set_same_embedding,0.457031,,
REAL DATA,face,Patti_Labelle,cross_set_same_embedding,0.445312,,
REAL DATA,face,Patti_Labelle,cross_set_same_embedding,0.507812,,
REAL DATA,face,Patti_Labelle,cross_set_same_embedding,0.496094,,
REAL DATA,face,Patti_Labelle,cross_set_same_embedding,0.472656,,
REAL DATA,face,Patti_Labelle,cross_set_same_embedding,0.476562,,
REAL DATA,face,Patti_Labelle,within_key_genuine_before_revocation,0.800781,False,
REAL DATA,face,Patti_Labelle,genuine_after_revocation_1,0.832031,True,
REAL DATA,face,Patti_Labelle,genuine_after_revocation_2,0.824219,True,
REAL DATA,face,Patti_Labelle,genuine_after_revocation_3,0.777344,False,
REAL DATA,face,Patti_Labelle,revoked_template_vs_new_active,0.507812,False,
REAL DATA,face,Patti_Labelle,genuine_after_reenrollment,0.78125,False,True
REAL DATA,face,Trent_Lott,cross_set_same_embedding,0.4375,,
REAL DATA,face,Trent_Lott,cross_set_same_embedding,0.515625,,
REAL DATA,face,Trent_Lott,cross_set_same_embedding,0.515625,,
REAL DATA,face,Trent_Lott,cross_set_same_embedding,0.460938,,
REAL DATA,face,Trent_Lott,cross_set_same_embedding,0.484375,,
REAL DATA,face,Trent_Lott,cross_set_same_embedding,0.476562,,
REAL DATA,face,Trent_Lott,within_key_genuine_before_revocation,0.71875,False,
REAL DATA,face,Trent_Lott,genuine_after_revocation_1,0.683594,False,
REAL DATA,face,Trent_Lott,genuine_after_revocation_2,0.664062,False,
REAL DATA,face,Trent_Lott,genuine_after_revocation_3,0.628906,False,
REAL DATA,face,Trent_Lott,revoked_template_vs_new_active,0.515625,False,
REAL DATA,face,Trent_Lott,genuine_after_reenrollment,0.679688,False,True
REAL DATA,face,Thomas_Fargo,cross_set_same_embedding,0.46875,,
REAL DATA,face,Thomas_Fargo,cross_set_same_embedding,0.445312,,
REAL DATA,face,Thomas_Fargo,cross_set_same_embedding,0.503906,,
REAL DATA,face,Thomas_Fargo,cross_set_same_embedding,0.515625,,
REAL DATA,face,Thomas_Fargo,cross_set_same_embedding,0.527344,,
REAL DATA,face,Thomas_Fargo,cross_set_same_embedding,0.511719,,
REAL DATA,face,Thomas_Fargo,within_key_genuine_before_revocation,0.816406,False,
REAL DATA,face,Thomas_Fargo,genuine_after_revocation_1,0.84375,True,
REAL DATA,face,Thomas_Fargo,genuine_after_revocation_2,0.855469,True,
REAL DATA,face,Thomas_Fargo,genuine_after_revocation_3,0.808594,False,
REAL DATA,face,Thomas_Fargo,revoked_template_vs_new_active,0.503906,False,
REAL DATA,face,Thomas_Fargo,genuine_after_reenrollment,0.855469,True,True
REAL DATA,face,Masum_Turker,cross_set_same_embedding,0.488281,,
REAL DATA,face,Masum_Turker,cross_set_same_embedding,0.464844,,
REAL DATA,face,Masum_Turker,cross_set_same_embedding,0.472656,,
REAL DATA,face,Masum_Turker,cross_set_same_embedding,0.539062,,
REAL DATA,face,Masum_Turker,cross_set_same_embedding,0.476562,,
REAL DATA,face,Masum_Turker,cross_set_same_embedding,0.5,,
REAL DATA,face,Masum_Turker,within_key_genuine_before_revocation,0.871094,True,
REAL DATA,face,Masum_Turker,genuine_after_revocation_1,0.875,True,
REAL DATA,face,Masum_Turker,genuine_after_revocation_2,0.882812,True,
REAL DATA,face,Masum_Turker,genuine_after_revocation_3,0.878906,True,
REAL DATA,face,Masum_Turker,revoked_template_vs_new_active,0.472656,False,
REAL DATA,face,Masum_Turker,genuine_after_reenrollment,0.867188,True,True
REAL DATA,face,Alex_Sink,cross_set_same_embedding,0.546875,,
REAL DATA,face,Alex_Sink,cross_set_same_embedding,0.511719,,
REAL DATA,face,Alex_Sink,cross_set_same_embedding,0.535156,,
REAL DATA,face,Alex_Sink,cross_set_same_embedding,0.542969,,
REAL DATA,face,Alex_Sink,cross_set_same_embedding,0.527344,,
REAL DATA,face,Alex_Sink,cross_set_same_embedding,0.4375,,
REAL DATA,face,Alex_Sink,within_key_genuine_before_revocation,0.515625,False,
REAL DATA,face,Alex_Sink,genuine_after_revocation_1,0.527344,False,
REAL DATA,face,Alex_Sink,genuine_after_revocation_2,0.496094,False,
REAL DATA,face,Alex_Sink,genuine_after_revocation_3,0.546875,False,
REAL DATA,face,Alex_Sink,revoked_template_vs_new_active,0.535156,False,
REAL DATA,face,Alex_Sink,genuine_after_reenrollment,0.585938,False,True
REAL DATA,face,Rick_Dinse,cross_set_same_embedding,0.484375,,
REAL DATA,face,Rick_Dinse,cross_set_same_embedding,0.460938,,
REAL DATA,face,Rick_Dinse,cross_set_same_embedding,0.550781,,
REAL DATA,face,Rick_Dinse,cross_set_same_embedding,0.539062,,
REAL DATA,face,Rick_Dinse,cross_set_same_embedding,0.535156,,
REAL DATA,face,Rick_Dinse,cross_set_same_embedding,0.511719,,
REAL DATA,face,Rick_Dinse,within_key_genuine_before_revocation,0.847656,True,
REAL DATA,face,Rick_Dinse,genuine_after_revocation_1,0.835938,True,
REAL DATA,face,Rick_Dinse,genuine_after_revocation_2,0.855469,True,
REAL DATA,face,Rick_Dinse,genuine_after_revocation_3,0.855469,True,
REAL DATA,face,Rick_Dinse,revoked_template_vs_new_active,0.550781,False,
REAL DATA,face,Rick_Dinse,genuine_after_reenrollment,0.828125,True,True
REAL DATA,face,Dennis_Kucinich,cross_set_same_embedding,0.484375,,
REAL DATA,face,Dennis_Kucinich,cross_set_same_embedding,0.539062,,
REAL DATA,face,Dennis_Kucinich,cross_set_same_embedding,0.527344,,
REAL DATA,face,Dennis_Kucinich,cross_set_same_embedding,0.5625,,
REAL DATA,face,Dennis_Kucinich,cross_set_same_embedding,0.527344,,
REAL DATA,face,Dennis_Kucinich,cross_set_same_embedding,0.503906,,
REAL DATA,face,Dennis_Kucinich,within_key_genuine_before_revocation,0.785156,False,
REAL DATA,face,Dennis_Kucinich,genuine_after_revocation_1,0.789062,False,
REAL DATA,face,Dennis_Kucinich,genuine_after_revocation_2,0.800781,False,
REAL DATA,face,Dennis_Kucinich,genuine_after_revocation_3,0.84375,True,
REAL DATA,face,Dennis_Kucinich,revoked_template_vs_new_active,0.527344,False,
REAL DATA,face,Dennis_Kucinich,genuine_after_reenrollment,0.804688,False,True
REAL DATA,face,Heizo_Takenaka,cross_set_same_embedding,0.566406,,
