evidence_label,modality,representation,score,rule,subset,n_genuine,n_impostor,threshold,TP,FN,FP,TN,FAR,FRR,TAR,accuracy,precision,recall,F1,subset_EER,subset_EER_threshold
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.72,885,1475,2,20854,9.58957e-05,0.625,0.375,0.93638,0.997745,0.375,0.545119,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.73,837,1523,1,20855,4.79478e-05,0.645339,0.354661,0.934356,0.998807,0.354661,0.523452,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.74,770,1590,0,20856,0,0.673729,0.326271,0.931513,1,0.326271,0.492013,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.75,698,1662,0,20856,0,0.704237,0.295763,0.928411,1,0.295763,0.456508,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.76,635,1725,0,20856,0,0.730932,0.269068,0.925698,1,0.269068,0.42404,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.77,571,1789,0,20856,0,0.758051,0.241949,0.922941,1,0.241949,0.389628,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.78,510,1850,0,20856,0,0.783898,0.216102,0.920314,1,0.216102,0.355401,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.79,450,1910,0,20856,0,0.809322,0.190678,0.917729,1,0.190678,0.320285,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.8,401,1959,0,20856,0,0.830085,0.169915,0.915619,1,0.169915,0.290474,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.81,345,2015,0,20856,0,0.853814,0.146186,0.913206,1,0.146186,0.255083,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.82,297,2063,0,20856,0,0.874153,0.125847,0.911139,1,0.125847,0.22356,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.83,248,2112,0,20856,0,0.894915,0.105085,0.909028,1,0.105085,0.190184,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.84,208,2152,0,20856,0,0.911864,0.0881356,0.907305,1,0.0881356,0.161994,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.85,171,2189,0,20856,0,0.927542,0.0724576,0.905712,1,0.0724576,0.135124,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.86,126,2234,0,20856,0,0.94661,0.0533898,0.903773,1,0.0533898,0.101368,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.87,99,2261,0,20856,0,0.958051,0.0419492,0.90261,1,0.0419492,0.0805205,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.88,78,2282,0,20856,0,0.966949,0.0330508,0.901706,1,0.0330508,0.0639869,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.89,62,2298,0,20856,0,0.973729,0.0262712,0.901017,1,0.0262712,0.0511974,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,development,2360,20856,0.9,48,2312,0,20856,0,0.979661,0.020339,0.900414,1,0.020339,0.0398671,0.0783923,0.294096
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.6,1484,679,22,19637,0.00111908,0.313916,0.686084,0.967876,0.985392,0.686084,0.80894,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.61,1448,715,17,19642,0.000864744,0.330559,0.669441,0.966456,0.988396,0.669441,0.798236,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.62,1398,765,12,19647,0.000610407,0.353675,0.646325,0.964394,0.991489,0.646325,0.782536,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.63,1352,811,12,19647,0.000610407,0.374942,0.625058,0.962286,0.991202,0.625058,0.766657,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.64,1316,847,10,19649,0.000508673,0.391586,0.608414,0.960728,0.992459,0.608414,0.754371,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.65,1262,901,9,19650,0.000457806,0.416551,0.583449,0.958299,0.992919,0.583449,0.735003,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.66,1219,944,8,19651,0.000406938,0.436431,0.563569,0.956374,0.99348,0.563569,0.719174,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.67,1180,983,6,19653,0.000305204,0.454461,0.545539,0.954679,0.994941,0.545539,0.704688,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.68,1130,1033,3,19656,0.000152602,0.477577,0.522423,0.952525,0.997352,0.522423,0.68568,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.69,1070,1093,2,19657,0.000101735,0.505317,0.494683,0.949821,0.998134,0.494683,0.661515,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.7,1012,1151,2,19657,0.000101735,0.532131,0.467869,0.947163,0.998028,0.467869,0.637079,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.71,944,1219,2,19657,0.000101735,0.563569,0.436431,0.944047,0.997886,0.436431,0.607269,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.72,880,1283,1,19658,5.08673e-05,0.593158,0.406842,0.94116,0.998865,0.406842,0.578187,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.73,812,1351,1,19658,5.08673e-05,0.624595,0.375405,0.938044,0.99877,0.375405,0.545699,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.74,750,1413,0,19659,0,0.653259,0.346741,0.935249,1,0.346741,0.514933,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.75,682,1481,0,19659,0,0.684697,0.315303,0.932133,1,0.315303,0.479438,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.76,619,1544,0,19659,0,0.713823,0.286177,0.929246,1,0.286177,0.445004,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.77,558,1605,0,19659,0,0.742025,0.257975,0.92645,1,0.257975,0.410143,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.78,498,1665,0,19659,0,0.769764,0.230236,0.923701,1,0.230236,0.374295,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.79,428,1735,0,19659,0,0.802127,0.197873,0.920493,1,0.197873,0.330374,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.8,363,1800,0,19659,0,0.832178,0.167822,0.917514,1,0.167822,0.287411,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.81,309,1854,0,19659,0,0.857143,0.142857,0.91504,1,0.142857,0.25,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.82,261,1902,0,19659,0,0.879334,0.120666,0.91284,1,0.120666,0.215347,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.83,213,1950,0,19659,0,0.901526,0.0984743,0.910641,1,0.0984743,0.179293,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.84,171,1992,0,19659,0,0.920943,0.0790569,0.908716,1,0.0790569,0.14653,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.85,146,2017,0,19659,0,0.932501,0.0674988,0.90757,1,0.0674988,0.126462,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.86,113,2050,0,19659,0,0.947758,0.0522423,0.906058,1,0.0522423,0.099297,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.87,78,2085,0,19659,0,0.963939,0.036061,0.904454,1,0.036061,0.0696118,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.88,52,2111,0,19659,0,0.975959,0.0240407,0.903263,1,0.0240407,0.0469526,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.89,35,2128,0,19659,0,0.983819,0.0161812,0.902484,1,0.0161812,0.0318471,0.0637939,0.31151
REAL DATA,face,raw_embedding,raw_cosine,>=,test,2163,19659,0.9,23,2140,0,19659,0,0.989367,0.0106334,0.901934,1,0.0106334,0.021043,0.0637939,0.31151
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.5,157,570,0,17273,0,0.784044,0.215956,0.968333,1,0.215956,0.355204,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.51,188,539,0,17273,0,0.741403,0.258597,0.970056,1,0.258597,0.410929,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.52,205,522,0,17273,0,0.718019,0.281981,0.971,1,0.281981,0.439914,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.53,205,522,0,17273,0,0.718019,0.281981,0.971,1,0.281981,0.439914,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.54,227,500,0,17273,0,0.687758,0.312242,0.972222,1,0.312242,0.475891,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.55,244,483,0,17273,0,0.664374,0.335626,0.973167,1,0.335626,0.502575,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.56,264,463,0,17273,0,0.636864,0.363136,0.974278,1,0.363136,0.532795,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.57,264,463,0,17273,0,0.636864,0.363136,0.974278,1,0.363136,0.532795,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.58,289,438,0,17273,0,0.602476,0.397524,0.975667,1,0.397524,0.568898,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.59,314,413,0,17273,0,0.568088,0.431912,0.977056,1,0.431912,0.603266,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.6,345,382,0,17273,0,0.525447,0.474553,0.978778,1,0.474553,0.643657,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.61,345,382,0,17273,0,0.525447,0.474553,0.978778,1,0.474553,0.643657,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.62,372,355,1,17272,5.78938e-05,0.488308,0.511692,0.980222,0.997319,0.511692,0.676364,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.63,394,333,1,17272,5.78938e-05,0.458047,0.541953,0.981444,0.997468,0.541953,0.702317,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.64,420,307,3,17270,0.000173681,0.422283,0.577717,0.982778,0.992908,0.577717,0.730435,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.65,435,292,5,17268,0.000289469,0.401651,0.598349,0.9835,0.988636,0.598349,0.745501,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.66,435,292,5,17268,0.000289469,0.401651,0.598349,0.9835,0.988636,0.598349,0.745501,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.67,455,272,5,17268,0.000289469,0.37414,0.62586,0.984611,0.98913,0.62586,0.766639,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.68,470,257,8,17265,0.000463151,0.353508,0.646492,0.985278,0.983264,0.646492,0.780083,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.69,488,239,11,17262,0.000636832,0.328748,0.671252,0.986111,0.977956,0.671252,0.796085,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.7,488,239,11,17262,0.000636832,0.328748,0.671252,0.986111,0.977956,0.671252,0.796085,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.71,506,221,14,17259,0.000810514,0.303989,0.696011,0.986944,0.973077,0.696011,0.811548,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.72,522,205,22,17251,0.00127366,0.281981,0.718019,0.987389,0.959559,0.718019,0.8214,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.73,544,183,32,17241,0.0018526,0.251719,0.748281,0.988056,0.944444,0.748281,0.834996,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.74,544,183,32,17241,0.0018526,0.251719,0.748281,0.988056,0.944444,0.748281,0.834996,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.75,554,173,45,17228,0.00260522,0.237964,0.762036,0.987889,0.924875,0.762036,0.835596,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.76,562,165,55,17218,0.00318416,0.22696,0.77304,0.987778,0.910859,0.77304,0.83631,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.77,574,153,64,17209,0.0037052,0.210454,0.789546,0.987944,0.899687,0.789546,0.841026,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.78,589,138,71,17202,0.00411046,0.189821,0.810179,0.988389,0.892424,0.810179,0.849315,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.79,589,138,71,17202,0.00411046,0.189821,0.810179,0.988389,0.892424,0.810179,0.849315,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.8,603,124,80,17193,0.00463151,0.170564,0.829436,0.988667,0.88287,0.829436,0.855319,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.81,617,110,84,17189,0.00486308,0.151307,0.848693,0.989222,0.880171,0.848693,0.864146,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.82,627,100,93,17180,0.00538413,0.137552,0.862448,0.989278,0.870833,0.862448,0.866621,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.83,627,100,93,17180,0.00538413,0.137552,0.862448,0.989278,0.870833,0.862448,0.866621,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.84,636,91,106,17167,0.00613675,0.125172,0.874828,0.989056,0.857143,0.874828,0.865895,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.85,640,87,116,17157,0.00671568,0.11967,0.88033,0.988722,0.846561,0.88033,0.863115,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.86,654,73,124,17149,0.00717883,0.100413,0.899587,0.989056,0.840617,0.899587,0.869103,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.87,657,70,142,17131,0.00822092,0.0962861,0.903714,0.988222,0.822278,0.903714,0.861075,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.88,657,70,142,17131,0.00822092,0.0962861,0.903714,0.988222,0.822278,0.903714,0.861075,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.89,662,65,157,17116,0.00908933,0.0894085,0.910591,0.987667,0.808303,0.910591,0.856404,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.9,667,60,165,17108,0.00955248,0.0825309,0.917469,0.9875,0.801683,0.917469,0.855677,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.91,673,54,185,17088,0.0107104,0.0742779,0.925722,0.986722,0.784382,0.925722,0.849211,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.92,681,46,198,17075,0.011463,0.0632737,0.936726,0.986444,0.774744,0.936726,0.84807,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.93,681,46,198,17075,0.011463,0.0632737,0.936726,0.986444,0.774744,0.936726,0.84807,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.94,687,40,215,17058,0.0124472,0.0550206,0.944979,0.985833,0.761641,0.944979,0.843462,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.95,691,36,237,17036,0.0137208,0.0495186,0.950481,0.984833,0.744612,0.950481,0.835045,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.96,695,32,265,17008,0.0153419,0.0440165,0.955983,0.9835,0.723958,0.955983,0.823948,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.97,700,27,294,16979,0.0170208,0.0371389,0.962861,0.982167,0.704225,0.962861,0.813481,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.98,700,27,294,16979,0.0170208,0.0371389,0.962861,0.982167,0.704225,0.962861,0.813481,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,0.99,702,25,321,16952,0.0185839,0.0343879,0.965612,0.980778,0.686217,0.965612,0.802286,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,all,727,17273,1,705,22,349,16924,0.0202049,0.0302613,0.969739,0.979389,0.66888,0.969739,0.79169,0.0232417,1.0049
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.5,104,270,0,4246,0,0.721925,0.278075,0.941558,1,0.278075,0.435146,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.51,129,245,0,4246,0,0.65508,0.34492,0.94697,1,0.34492,0.512922,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.52,141,233,0,4246,0,0.622995,0.377005,0.949567,1,0.377005,0.547573,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.53,141,233,0,4246,0,0.622995,0.377005,0.949567,1,0.377005,0.547573,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.54,156,218,0,4246,0,0.582888,0.417112,0.952814,1,0.417112,0.588679,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.55,164,210,0,4246,0,0.561497,0.438503,0.954545,1,0.438503,0.609665,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.56,176,198,0,4246,0,0.529412,0.470588,0.957143,1,0.470588,0.64,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.57,176,198,0,4246,0,0.529412,0.470588,0.957143,1,0.470588,0.64,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.58,186,188,0,4246,0,0.502674,0.497326,0.959307,1,0.497326,0.664286,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.59,202,172,0,4246,0,0.459893,0.540107,0.962771,1,0.540107,0.701389,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.6,217,157,0,4246,0,0.419786,0.580214,0.966017,1,0.580214,0.734349,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.61,217,157,0,4246,0,0.419786,0.580214,0.966017,1,0.580214,0.734349,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.62,230,144,0,4246,0,0.385027,0.614973,0.968831,1,0.614973,0.761589,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.63,241,133,0,4246,0,0.355615,0.644385,0.971212,1,0.644385,0.78374,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.64,253,121,2,4244,0.000471032,0.323529,0.676471,0.973377,0.992157,0.676471,0.804452,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.65,261,113,3,4243,0.000706547,0.302139,0.697861,0.974892,0.988636,0.697861,0.818182,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.66,261,113,3,4243,0.000706547,0.302139,0.697861,0.974892,0.988636,0.697861,0.818182,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.67,274,100,3,4243,0.000706547,0.26738,0.73262,0.977706,0.98917,0.73262,0.841782,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.68,282,92,3,4243,0.000706547,0.245989,0.754011,0.979437,0.989474,0.754011,0.855842,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.69,286,88,3,4243,0.000706547,0.235294,0.764706,0.980303,0.989619,0.764706,0.862745,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.7,286,88,3,4243,0.000706547,0.235294,0.764706,0.980303,0.989619,0.764706,0.862745,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.71,294,80,4,4242,0.000942063,0.213904,0.786096,0.981818,0.986577,0.786096,0.875,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.72,303,71,9,4237,0.00211964,0.18984,0.81016,0.982684,0.971154,0.81016,0.883382,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.73,311,63,16,4230,0.00376825,0.168449,0.831551,0.9829,0.95107,0.831551,0.887304,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.74,311,63,16,4230,0.00376825,0.168449,0.831551,0.9829,0.95107,0.831551,0.887304,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.75,315,59,22,4224,0.00518135,0.157754,0.842246,0.982468,0.934718,0.842246,0.886076,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.76,320,54,27,4219,0.00635893,0.144385,0.855615,0.982468,0.92219,0.855615,0.887656,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.77,323,51,30,4216,0.00706547,0.136364,0.863636,0.982468,0.915014,0.863636,0.888583,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.78,327,47,32,4214,0.0075365,0.125668,0.874332,0.9829,0.910864,0.874332,0.892224,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.79,327,47,32,4214,0.0075365,0.125668,0.874332,0.9829,0.910864,0.874332,0.892224,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.8,335,39,38,4208,0.0089496,0.104278,0.895722,0.983333,0.898123,0.895722,0.896921,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.81,340,34,40,4206,0.00942063,0.0909091,0.909091,0.983983,0.894737,0.909091,0.901857,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.82,344,30,43,4203,0.0101272,0.0802139,0.919786,0.984199,0.888889,0.919786,0.904074,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.83,344,30,43,4203,0.0101272,0.0802139,0.919786,0.984199,0.888889,0.919786,0.904074,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.84,346,28,48,4198,0.0113048,0.0748663,0.925134,0.98355,0.878173,0.925134,0.901042,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.85,347,27,52,4194,0.0122468,0.0721925,0.927807,0.9829,0.869674,0.927807,0.897801,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.86,351,23,54,4192,0.0127179,0.0614973,0.938503,0.983333,0.866667,0.938503,0.901155,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.87,351,23,60,4186,0.0141309,0.0614973,0.938503,0.982035,0.854015,0.938503,0.894268,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.88,351,23,60,4186,0.0141309,0.0614973,0.938503,0.982035,0.854015,0.938503,0.894268,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.89,351,23,65,4181,0.0153085,0.0614973,0.938503,0.980952,0.84375,0.938503,0.888608,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.9,356,18,69,4177,0.0162506,0.0481283,0.951872,0.981169,0.837647,0.951872,0.891114,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.91,359,15,74,4172,0.0174282,0.040107,0.959893,0.980736,0.829099,0.959893,0.889715,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.92,360,14,79,4167,0.0186057,0.0374332,0.962567,0.97987,0.820046,0.962567,0.885609,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.93,360,14,79,4167,0.0186057,0.0374332,0.962567,0.97987,0.820046,0.962567,0.885609,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.94,362,12,82,4164,0.0193123,0.0320856,0.967914,0.979654,0.815315,0.967914,0.885086,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.95,364,10,86,4160,0.0202544,0.026738,0.973262,0.979221,0.808889,0.973262,0.883495,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.96,364,10,94,4152,0.0221385,0.026738,0.973262,0.977489,0.79476,0.973262,0.875,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.97,365,9,97,4149,0.022845,0.0240642,0.975936,0.977056,0.790043,0.975936,0.873206,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.98,365,9,97,4149,0.022845,0.0240642,0.975936,0.977056,0.790043,0.975936,0.873206,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,0.99,365,9,105,4141,0.0247292,0.0240642,0.975936,0.975325,0.776596,0.975936,0.864929,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,development,374,4246,1,366,8,112,4134,0.0263778,0.0213904,0.97861,0.974026,0.76569,0.97861,0.859155,0.0243967,0.980336
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.5,53,300,0,4015,0,0.849858,0.150142,0.931319,1,0.150142,0.261084,0.0261195,1.02932
