evidence_label,modality,representation,score,rule,subset,n_genuine,n_impostor,threshold,TP,FN,FP,TN,FAR,FRR,TAR,accuracy,precision,recall,F1,subset_EER,subset_EER_threshold
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.51,59,294,0,4015,0,0.832861,0.167139,0.932692,1,0.167139,0.286408,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.52,64,289,0,4015,0,0.818697,0.181303,0.933837,1,0.181303,0.306954,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.53,64,289,0,4015,0,0.818697,0.181303,0.933837,1,0.181303,0.306954,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.54,71,282,0,4015,0,0.798867,0.201133,0.93544,1,0.201133,0.334906,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.55,80,273,0,4015,0,0.773371,0.226629,0.9375,1,0.226629,0.369515,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.56,88,265,0,4015,0,0.750708,0.249292,0.939332,1,0.249292,0.399093,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.57,88,265,0,4015,0,0.750708,0.249292,0.939332,1,0.249292,0.399093,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.58,103,250,0,4015,0,0.708215,0.291785,0.942766,1,0.291785,0.451754,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.59,112,241,0,4015,0,0.68272,0.31728,0.944826,1,0.31728,0.48172,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.6,128,225,0,4015,0,0.637394,0.362606,0.948489,1,0.362606,0.532225,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.61,128,225,0,4015,0,0.637394,0.362606,0.948489,1,0.362606,0.532225,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.62,142,211,0,4015,0,0.597734,0.402266,0.951694,1,0.402266,0.573737,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.63,153,200,0,4015,0,0.566572,0.433428,0.954212,1,0.433428,0.604743,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.64,167,186,0,4015,0,0.526912,0.473088,0.957418,1,0.473088,0.642308,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.65,174,179,0,4015,0,0.507082,0.492918,0.95902,1,0.492918,0.660342,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.66,174,179,0,4015,0,0.507082,0.492918,0.95902,1,0.492918,0.660342,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.67,181,172,0,4015,0,0.487252,0.512748,0.960623,1,0.512748,0.677903,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.68,188,165,0,4015,0,0.467422,0.532578,0.962225,1,0.532578,0.695009,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.69,202,151,0,4015,0,0.427762,0.572238,0.96543,1,0.572238,0.727928,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.7,202,151,0,4015,0,0.427762,0.572238,0.96543,1,0.572238,0.727928,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.71,212,141,0,4015,0,0.399433,0.600567,0.96772,1,0.600567,0.750442,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.72,219,134,0,4015,0,0.379603,0.620397,0.969322,1,0.620397,0.765734,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.73,233,120,0,4015,0,0.339943,0.660057,0.972527,1,0.660057,0.795222,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.74,233,120,0,4015,0,0.339943,0.660057,0.972527,1,0.660057,0.795222,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.75,239,114,0,4015,0,0.322946,0.677054,0.973901,1,0.677054,0.807432,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.76,242,111,0,4015,0,0.314448,0.685552,0.974588,1,0.685552,0.813445,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.77,251,102,0,4015,0,0.288952,0.711048,0.976648,1,0.711048,0.831126,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.78,262,91,1,4014,0.000249066,0.25779,0.74221,0.978938,0.996198,0.74221,0.850649,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.79,262,91,1,4014,0.000249066,0.25779,0.74221,0.978938,0.996198,0.74221,0.850649,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.8,268,85,1,4014,0.000249066,0.240793,0.759207,0.980311,0.996283,0.759207,0.861736,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.81,277,76,1,4014,0.000249066,0.215297,0.784703,0.982372,0.996403,0.784703,0.877971,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.82,283,70,1,4014,0.000249066,0.1983,0.8017,0.983745,0.996479,0.8017,0.88854,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.83,283,70,1,4014,0.000249066,0.1983,0.8017,0.983745,0.996479,0.8017,0.88854,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.84,290,63,1,4014,0.000249066,0.17847,0.82153,0.985348,0.996564,0.82153,0.900621,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.85,293,60,2,4013,0.000498132,0.169972,0.830028,0.985806,0.99322,0.830028,0.904321,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.86,303,50,4,4011,0.000996264,0.141643,0.858357,0.987637,0.986971,0.858357,0.918182,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.87,306,47,6,4009,0.0014944,0.133144,0.866856,0.987866,0.980769,0.866856,0.920301,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.88,306,47,6,4009,0.0014944,0.133144,0.866856,0.987866,0.980769,0.866856,0.920301,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.89,311,42,8,4007,0.00199253,0.11898,0.88102,0.988553,0.974922,0.88102,0.925595,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.9,311,42,10,4005,0.00249066,0.11898,0.88102,0.988095,0.968847,0.88102,0.922849,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.91,314,39,13,4002,0.00323786,0.110482,0.889518,0.988095,0.960245,0.889518,0.923529,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.92,321,32,15,4000,0.00373599,0.0906516,0.909348,0.98924,0.955357,0.909348,0.931785,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.93,321,32,15,4000,0.00373599,0.0906516,0.909348,0.98924,0.955357,0.909348,0.931785,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.94,325,28,20,3995,0.00498132,0.0793201,0.92068,0.989011,0.942029,0.92068,0.931232,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.95,327,26,28,3987,0.00697385,0.0736544,0.926346,0.987637,0.921127,0.926346,0.923729,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.96,331,22,34,3981,0.00846824,0.0623229,0.937677,0.987179,0.906849,0.937677,0.922006,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.97,335,18,43,3972,0.0107098,0.0509915,0.949008,0.986035,0.886243,0.949008,0.916553,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.98,335,18,43,3972,0.0107098,0.0509915,0.949008,0.986035,0.886243,0.949008,0.916553,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,0.99,337,16,45,3970,0.011208,0.0453258,0.954674,0.986035,0.882199,0.954674,0.917007,0.0261195,1.02932
REAL DATA,voice,protected_template,estimated_distance,<=,test,353,4015,1,339,14,52,3963,0.0129514,0.0396601,0.96034,0.98489,0.867008,0.96034,0.91129,0.0261195,1.02932
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.5,156,571,0,17273,0,0.78542,0.21458,0.968278,1,0.21458,0.353341,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.51,167,560,0,17273,0,0.770289,0.229711,0.968889,1,0.229711,0.373602,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.52,183,544,0,17273,0,0.748281,0.251719,0.969778,1,0.251719,0.402198,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.53,195,532,0,17273,0,0.731774,0.268226,0.970444,1,0.268226,0.422993,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.54,211,516,0,17273,0,0.709766,0.290234,0.971333,1,0.290234,0.449893,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.55,232,495,0,17273,0,0.68088,0.31912,0.9725,1,0.31912,0.483837,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.56,255,472,0,17273,0,0.649243,0.350757,0.973778,1,0.350757,0.519348,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.57,272,455,0,17273,0,0.62586,0.37414,0.974722,1,0.37414,0.544545,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.58,296,431,0,17273,0,0.592847,0.407153,0.976056,1,0.407153,0.57869,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.59,311,416,0,17273,0,0.572215,0.427785,0.976889,1,0.427785,0.599229,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.6,329,398,0,17273,0,0.547455,0.452545,0.977889,1,0.452545,0.623106,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.61,344,383,0,17273,0,0.526823,0.473177,0.978722,1,0.473177,0.64239,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.62,360,367,0,17273,0,0.504814,0.495186,0.979611,1,0.495186,0.662374,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.63,385,342,0,17273,0,0.470426,0.529574,0.981,1,0.529574,0.692446,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.64,406,321,0,17273,0,0.441541,0.558459,0.982167,1,0.558459,0.716681,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.65,419,308,0,17273,0,0.423659,0.576341,0.982889,1,0.576341,0.731239,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.66,431,296,0,17273,0,0.407153,0.592847,0.983556,1,0.592847,0.744387,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.67,446,281,0,17273,0,0.38652,0.61348,0.984389,1,0.61348,0.760443,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.68,464,263,0,17273,0,0.361761,0.638239,0.985389,1,0.638239,0.779177,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.69,476,251,0,17273,0,0.345254,0.654746,0.986056,1,0.654746,0.791355,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.7,489,238,0,17273,0,0.327373,0.672627,0.986778,1,0.672627,0.804276,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.71,504,223,0,17273,0,0.30674,0.69326,0.987611,1,0.69326,0.818846,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.72,518,209,0,17273,0,0.287483,0.712517,0.988389,1,0.712517,0.832129,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.73,528,199,3,17270,0.000173681,0.273728,0.726272,0.988778,0.99435,0.726272,0.839428,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.74,539,188,5,17268,0.000289469,0.258597,0.741403,0.989278,0.990809,0.741403,0.848151,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.75,552,175,6,17267,0.000347363,0.240715,0.759285,0.989944,0.989247,0.759285,0.859144,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.76,559,168,9,17264,0.000521044,0.231087,0.768913,0.990167,0.984155,0.768913,0.86332,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.77,566,161,10,17263,0.000578938,0.221458,0.778542,0.9905,0.982639,0.778542,0.868764,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.78,573,154,12,17261,0.000694726,0.211829,0.788171,0.990778,0.979487,0.788171,0.873476,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.79,583,144,18,17255,0.00104209,0.198074,0.801926,0.991,0.97005,0.801926,0.878012,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.8,595,132,20,17253,0.00115788,0.181568,0.818432,0.991556,0.96748,0.818432,0.886736,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.81,608,119,27,17246,0.00156313,0.163686,0.836314,0.991889,0.95748,0.836314,0.892805,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.82,615,112,29,17244,0.00167892,0.154058,0.845942,0.992167,0.954969,0.845942,0.897155,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.83,626,101,35,17238,0.00202628,0.138927,0.861073,0.992444,0.94705,0.861073,0.902017,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.84,633,94,43,17230,0.00248943,0.129298,0.870702,0.992389,0.936391,0.870702,0.902352,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.85,638,89,54,17219,0.00312627,0.122421,0.877579,0.992056,0.921965,0.877579,0.899225,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.86,649,78,63,17210,0.00364731,0.10729,0.89271,0.992167,0.911517,0.89271,0.902015,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.87,655,72,73,17200,0.00422625,0.0990371,0.900963,0.991944,0.899725,0.900963,0.900344,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.88,660,67,80,17193,0.00463151,0.0921596,0.90784,0.991833,0.891892,0.90784,0.899796,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.89,665,62,97,17176,0.0056157,0.085282,0.914718,0.991167,0.872703,0.914718,0.893217,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.9,667,60,106,17167,0.00613675,0.0825309,0.917469,0.990778,0.862872,0.917469,0.889333,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.91,670,57,116,17157,0.00671568,0.0784044,0.921596,0.990389,0.852417,0.921596,0.885658,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.92,674,53,134,17139,0.00775777,0.0729023,0.927098,0.989611,0.834158,0.927098,0.878176,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.93,677,50,142,17131,0.00822092,0.0687758,0.931224,0.989333,0.826618,0.931224,0.875809,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.94,681,46,152,17121,0.00879986,0.0632737,0.936726,0.989,0.817527,0.936726,0.873077,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.95,687,40,162,17111,0.0093788,0.0550206,0.944979,0.988778,0.809187,0.944979,0.871827,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.96,691,36,178,17095,0.0103051,0.0495186,0.950481,0.988111,0.795167,0.950481,0.865915,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.97,695,32,205,17068,0.0118682,0.0440165,0.955983,0.986833,0.772222,0.955983,0.854333,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.98,698,29,223,17050,0.0129103,0.03989,0.96011,0.986,0.757872,0.96011,0.847087,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,0.99,698,29,247,17026,0.0142998,0.03989,0.96011,0.984667,0.738624,0.96011,0.834928,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,all,727,17273,1,700,27,270,17003,0.0156313,0.0371389,0.962861,0.9835,0.721649,0.962861,0.824985,0.0220618,1.03456
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.5,110,264,0,4246,0,0.705882,0.294118,0.942857,1,0.294118,0.454545,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.51,119,255,0,4246,0,0.681818,0.318182,0.944805,1,0.318182,0.482759,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.52,129,245,0,4246,0,0.65508,0.34492,0.94697,1,0.34492,0.512922,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.53,137,237,0,4246,0,0.63369,0.36631,0.948701,1,0.36631,0.536204,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.54,147,227,0,4246,0,0.606952,0.393048,0.950866,1,0.393048,0.564299,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.55,159,215,0,4246,0,0.574866,0.425134,0.953463,1,0.425134,0.596623,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.56,170,204,0,4246,0,0.545455,0.454545,0.955844,1,0.454545,0.625,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.57,181,193,0,4246,0,0.516043,0.483957,0.958225,1,0.483957,0.652252,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.58,200,174,0,4246,0,0.465241,0.534759,0.962338,1,0.534759,0.696864,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.59,209,165,0,4246,0,0.441176,0.558824,0.964286,1,0.558824,0.716981,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.6,220,154,0,4246,0,0.411765,0.588235,0.966667,1,0.588235,0.740741,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.61,229,145,0,4246,0,0.387701,0.612299,0.968615,1,0.612299,0.759536,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.62,239,135,0,4246,0,0.360963,0.639037,0.970779,1,0.639037,0.779772,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.63,253,121,0,4246,0,0.323529,0.676471,0.97381,1,0.676471,0.807018,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.64,263,111,0,4246,0,0.296791,0.703209,0.975974,1,0.703209,0.825746,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.65,269,105,0,4246,0,0.280749,0.719251,0.977273,1,0.719251,0.836703,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.66,275,99,0,4246,0,0.264706,0.735294,0.978571,1,0.735294,0.847458,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.67,280,94,0,4246,0,0.251337,0.748663,0.979654,1,0.748663,0.856269,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.68,286,88,0,4246,0,0.235294,0.764706,0.980952,1,0.764706,0.866667,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.69,291,83,0,4246,0,0.221925,0.778075,0.982035,1,0.778075,0.875188,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.7,297,77,0,4246,0,0.205882,0.794118,0.983333,1,0.794118,0.885246,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.71,305,69,0,4246,0,0.184492,0.815508,0.985065,1,0.815508,0.89838,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.72,313,61,0,4246,0,0.163102,0.836898,0.986797,1,0.836898,0.911208,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.73,315,59,1,4245,0.000235516,0.157754,0.842246,0.987013,0.996835,0.842246,0.913043,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.74,319,55,3,4243,0.000706547,0.147059,0.852941,0.987446,0.990683,0.852941,0.916667,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.75,324,50,4,4242,0.000942063,0.13369,0.86631,0.988312,0.987805,0.86631,0.923077,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.76,328,46,6,4240,0.00141309,0.122995,0.877005,0.988745,0.982036,0.877005,0.926554,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.77,330,44,6,4240,0.00141309,0.117647,0.882353,0.989177,0.982143,0.882353,0.929577,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.78,331,43,7,4239,0.00164861,0.114973,0.885027,0.989177,0.97929,0.885027,0.929775,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.79,334,40,7,4239,0.00164861,0.106952,0.893048,0.989827,0.979472,0.893048,0.934266,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.8,339,35,9,4237,0.00211964,0.0935829,0.906417,0.990476,0.974138,0.906417,0.939058,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.81,343,31,13,4233,0.00306171,0.0828877,0.917112,0.990476,0.963483,0.917112,0.939726,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.82,347,27,15,4231,0.00353274,0.0721925,0.927807,0.990909,0.958564,0.927807,0.942935,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.83,351,23,17,4229,0.00400377,0.0614973,0.938503,0.991342,0.953804,0.938503,0.946092,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.84,352,22,19,4227,0.0044748,0.0588235,0.941176,0.991126,0.948787,0.941176,0.944966,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.85,353,21,24,4222,0.00565238,0.0561497,0.94385,0.99026,0.93634,0.94385,0.94008,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.86,357,17,27,4219,0.00635893,0.0454545,0.954545,0.990476,0.929688,0.954545,0.941953,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.87,359,15,31,4215,0.00730099,0.040107,0.959893,0.990043,0.920513,0.959893,0.939791,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.88,360,14,32,4214,0.0075365,0.0374332,0.962567,0.990043,0.918367,0.962567,0.939948,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.89,361,13,40,4206,0.00942063,0.0347594,0.965241,0.988528,0.900249,0.965241,0.931613,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.9,362,12,43,4203,0.0101272,0.0320856,0.967914,0.988095,0.893827,0.967914,0.929397,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.91,363,11,45,4201,0.0105982,0.0294118,0.970588,0.987879,0.889706,0.970588,0.928389,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.92,363,11,48,4198,0.0113048,0.0294118,0.970588,0.987229,0.883212,0.970588,0.924841,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.93,364,10,51,4195,0.0120113,0.026738,0.973262,0.986797,0.877108,0.973262,0.922687,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.94,366,8,55,4191,0.0129534,0.0213904,0.97861,0.986364,0.869359,0.97861,0.920755,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.95,366,8,56,4190,0.0131889,0.0213904,0.97861,0.986147,0.867299,0.97861,0.919598,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.96,367,7,58,4188,0.0136599,0.0187166,0.981283,0.985931,0.863529,0.981283,0.918648,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.97,367,7,68,4178,0.0160151,0.0187166,0.981283,0.983766,0.843678,0.981283,0.907293,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.98,367,7,73,4173,0.0171927,0.0187166,0.981283,0.982684,0.834091,0.981283,0.90172,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,0.99,367,7,76,4170,0.0178992,0.0187166,0.981283,0.982035,0.828442,0.981283,0.898409,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,development,374,4246,1,369,5,79,4167,0.0186057,0.013369,0.986631,0.981818,0.823661,0.986631,0.89781,0.0186612,0.994226
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.5,46,307,0,4015,0,0.869688,0.130312,0.929716,1,0.130312,0.230576,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.51,48,305,0,4015,0,0.864023,0.135977,0.930174,1,0.135977,0.239401,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.52,54,299,0,4015,0,0.847025,0.152975,0.931548,1,0.152975,0.265356,0.0254502,1.06597
